"n_subjects","best_1d_cluster","minimum_1d_diameter","best_1d_joint_p","best_3d_cluster","minimum_3d_diameter","best_3d_joint_p"
2,"cluster_0012",0,1,"cluster_0012",0,1
3,"cluster_0008",0,0.569721115537849,"cluster_0008",0,0.569721115537849
4,"cluster_0004",1,0.250996015936255,"cluster_0004",3.8634365531221,0.191235059760956
5,"cluster_0007",5,0.426294820717131,"cluster_0007",10.7390200670266,0.880478087649402
6,"cluster_0038",26,1,"cluster_0035",19.1222392517194,1
7,"cluster_0011",64,1,"cluster_0011",19.1222392517194,0.98406374501992
8,"cluster_0002",14,0.0876494023904383,"cluster_0002",24.8149722748183,1
9,"cluster_0006",26,0.342629482071713,"cluster_0006",24.8149722748183,0.964143426294821
10,"cluster_0010",52,0.756972111553785,"cluster_0010",49.1730474243767,1
12,"cluster_0043",470,1,"cluster_0043",67.3470759721608,1
15,"cluster_0001",90,0.274900398406374,"cluster_0001",30.4670553056904,0.0597609561752988
16,"cluster_0005",116,0.302788844621514,"cluster_0005",52.2594922478204,0.274900398406374
18,"cluster_0009",250,0.609561752988048,"cluster_0009",92.4652733787123,0.948207171314741
26,"cluster_0003",586,1,"cluster_0003",112.221559158657,0.163346613545817
